"","parent_location","country","sex","cause","cause_indicator","pollution_type","value","low_value","high_value"
"5087","Eastern Mediterranean","Saudi Arabia","Both sexes","Stroke","ENVCAUSE114","ambient and household",15.53,12.39,22.21
"5088","Eastern Mediterranean","Saudi Arabia","Both sexes","Stroke","ENVCAUSE114","household",0.979999999999999,0.370000000000001,4.81
"5089","Eastern Mediterranean","Saudi Arabia","Male","Stroke","ENVCAUSE114","ambient",15.37,12.9,18.24
"5090","Eastern Mediterranean","Saudi Arabia","Male","Stroke","ENVCAUSE114","ambient and household",16.33,13.22,22.55
"5091","Eastern Mediterranean","Saudi Arabia","Male","Stroke","ENVCAUSE114","household",0.959999999999999,0.32,4.31
"5092","Eastern Mediterranean","Saudi Arabia","Female","Lower respiratory infections","ENVCAUSE039","ambient",16.36,13.03,19.62
"5093","Eastern Mediterranean","Saudi Arabia","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",17.59,13.34,25.35
"5094","Eastern Mediterranean","Saudi Arabia","Female","Lower respiratory infections","ENVCAUSE039","household",1.23,0.31,5.73
"5095","Eastern Mediterranean","Saudi Arabia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",17,13.54,20.38
"5096","Eastern Mediterranean","Saudi Arabia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",18.18,13.85,25.82
"5097","Eastern Mediterranean","Saudi Arabia","Both sexes","Lower respiratory infections","ENVCAUSE039","household",1.18,0.31,5.44
"5098","Eastern Mediterranean","Saudi Arabia","Male","Lower respiratory infections","ENVCAUSE039","ambient",17.58,14,21.08
"5099","Eastern Mediterranean","Saudi Arabia","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",18.72,14.31,26.38
"5100","Eastern Mediterranean","Saudi Arabia","Male","Lower respiratory infections","ENVCAUSE039","household",1.14,0.31,5.3
"5101","Eastern Mediterranean","Saudi Arabia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",2.06,1.45,2.66
"5102","Eastern Mediterranean","Saudi Arabia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.23,1.47,3.38
"5103","Eastern Mediterranean","Saudi Arabia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.17,0.02,0.72
"5104","Eastern Mediterranean","Saudi Arabia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",32.45,27.15,37.9
"5105","Eastern Mediterranean","Saudi Arabia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",34.58,28.04,48.7
"5106","Eastern Mediterranean","Saudi Arabia","Female","Ischaemic heart disease","ENVCAUSE113","household",2.13,0.890000000000001,10.8
"5107","Eastern Mediterranean","Saudi Arabia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.05,2.62,5.61
"5108","Eastern Mediterranean","Saudi Arabia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.39,2.79,6.66
"5109","Eastern Mediterranean","Saudi Arabia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.34,0.17,1.05
"5110","Eastern Mediterranean","Saudi Arabia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.61,2.99,6.4
"5111","Eastern Mediterranean","Saudi Arabia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.95,3.15,7.26
"5112","Eastern Mediterranean","Saudi Arabia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.34,0.16,0.859999999999999
"5113","Eastern Mediterranean","Saudi Arabia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",40.94,34.97,47.11
"5114","Eastern Mediterranean","Saudi Arabia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",43.41,35.57,60.51
"5115","Eastern Mediterranean","Saudi Arabia","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",2.47,0.600000000000001,13.4
"5116","Eastern Mediterranean","Saudi Arabia","Male","Ischaemic heart disease","ENVCAUSE113","ambient",47.33,40.4,54.26
"5117","Eastern Mediterranean","Saudi Arabia","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",50.03,41.27,68.04
"5118","Eastern Mediterranean","Saudi Arabia","Male","Ischaemic heart disease","ENVCAUSE113","household",2.7,0.870000000000005,13.78
"5119","Eastern Mediterranean","Saudi Arabia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",5.15,3.34,7.14
"5120","Eastern Mediterranean","Saudi Arabia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",5.48,3.45,8.04
"5121","Eastern Mediterranean","Saudi Arabia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.33,0.11,0.899999999999999
"5122","Eastern Mediterranean","Saudi Arabia","Female","Total","ENVCAUSE000","ambient",67.18,60.64,74.71
"5123","Eastern Mediterranean","Saudi Arabia","Female","Total","ENVCAUSE000","ambient and household",71.96,61.36,102.8
"5124","Eastern Mediterranean","Saudi Arabia","Female","Total","ENVCAUSE000","household",4.77999999999999,0.719999999999999,28.09
"5125","Eastern Mediterranean","Saudi Arabia","Both sexes","Total","ENVCAUSE000","ambient",78.61,71.53,86.89
"5126","Eastern Mediterranean","Saudi Arabia","Both sexes","Total","ENVCAUSE000","ambient and household",83.71,72.46,117.2
"5127","Eastern Mediterranean","Saudi Arabia","Both sexes","Total","ENVCAUSE000","household",5.09999999999999,0.929999999999993,30.31
"5128","Eastern Mediterranean","Saudi Arabia","Male","Total","ENVCAUSE000","ambient",87.5,79.22,96.85
"5129","Eastern Mediterranean","Saudi Arabia","Male","Total","ENVCAUSE000","ambient and household",92.8,80.46,128.6
"5130","Eastern Mediterranean","Saudi Arabia","Male","Total","ENVCAUSE000","household",5.3,1.23999999999999,31.75
"5131","Eastern Mediterranean","Somalia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.35,0.2,0.51
"5132","Eastern Mediterranean","Somalia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.36,1.11,1.56
"5133","Eastern Mediterranean","Somalia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.01,0.91,1.05
"5134","Eastern Mediterranean","Somalia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.38,0.22,0.56
"5135","Eastern Mediterranean","Somalia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.4,1.12,1.63
"5136","Eastern Mediterranean","Somalia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.02,0.9,1.07
"5137","Eastern Mediterranean","Somalia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.42,0.24,0.62
"5138","Eastern Mediterranean","Somalia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.44,1.09,1.74
"5139","Eastern Mediterranean","Somalia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",1.02,0.85,1.12
"5140","Eastern Mediterranean","Somalia","Male","Stroke","ENVCAUSE114","ambient",13.52,11.19,15.98
"5141","Eastern Mediterranean","Somalia","Male","Stroke","ENVCAUSE114","ambient and household",34.37,29.82,39.01
"5142","Eastern Mediterranean","Somalia","Male","Stroke","ENVCAUSE114","household",20.85,18.63,23.03
"5143","Eastern Mediterranean","Somalia","Both sexes","Stroke","ENVCAUSE114","ambient",14.27,11.77,16.95
"5144","Eastern Mediterranean","Somalia","Both sexes","Stroke","ENVCAUSE114","ambient and household",37.98,33.51,42.85
"5145","Eastern Mediterranean","Somalia","Both sexes","Stroke","ENVCAUSE114","household",23.71,21.74,25.9
"5146","Eastern Mediterranean","Somalia","Female","Stroke","ENVCAUSE114","ambient",14.9,12.2,17.81
"5147","Eastern Mediterranean","Somalia","Female","Stroke","ENVCAUSE114","ambient and household",41.14,36.08,46.2
"5148","Eastern Mediterranean","Somalia","Female","Stroke","ENVCAUSE114","household",26.24,23.88,28.39
"5149","Eastern Mediterranean","Somalia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",23.55,19.52,27.35
"5150","Eastern Mediterranean","Somalia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",57.17,51.11,63.34
"5151","Eastern Mediterranean","Somalia","Female","Ischaemic heart disease","ENVCAUSE113","household",33.62,31.59,35.99
"5152","Eastern Mediterranean","Somalia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",24.63,20.67,28.36
"5153","Eastern Mediterranean","Somalia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",57.8,51.79,63.85
"5154","Eastern Mediterranean","Somalia","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",33.17,31.12,35.49
"5155","Eastern Mediterranean","Somalia","Male","Ischaemic heart disease","ENVCAUSE113","ambient",25.55,21.59,29.33
"5156","Eastern Mediterranean","Somalia","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",57.82,51.85,64.05
"5157","Eastern Mediterranean","Somalia","Male","Ischaemic heart disease","ENVCAUSE113","household",32.27,30.26,34.72
"5158","Eastern Mediterranean","Somalia","Female","Lower respiratory infections","ENVCAUSE039","ambient",32.83,22.15,44.34
"5159","Eastern Mediterranean","Somalia","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",91.86,78.34,102.7
"5160","Eastern Mediterranean","Somalia","Female","Lower respiratory infections","ENVCAUSE039","household",59.03,56.19,58.36
"5161","Eastern Mediterranean","Somalia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",36.35,24.52,49.09
"5162","Eastern Mediterranean","Somalia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",100,85.26,112
"5163","Eastern Mediterranean","Somalia","Both sexes","Lower respiratory infections","ENVCAUSE039","household",63.65,60.74,62.91
"5164","Eastern Mediterranean","Somalia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.24,2.35,6.49
"5165","Eastern Mediterranean","Somalia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",12.13,9.8,13.77
"5166","Eastern Mediterranean","Somalia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",7.89,7.45,7.28
"5167","Eastern Mediterranean","Somalia","Male","Lower respiratory infections","ENVCAUSE039","ambient",40.13,27.07,54.19
"5168","Eastern Mediterranean","Somalia","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",108.7,92.77,121.8
"5169","Eastern Mediterranean","Somalia","Male","Lower respiratory infections","ENVCAUSE039","household",68.57,65.7,67.61
"5170","Eastern Mediterranean","Somalia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",5.92,3.28,9.06
"5171","Eastern Mediterranean","Somalia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",15.63,10.93,18.91
"5172","Eastern Mediterranean","Somalia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",9.71,7.65,9.85
"5173","Eastern Mediterranean","Somalia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",7.85,4.34,12.01
"5174","Eastern Mediterranean","Somalia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",19.63,10.67,25.77
"5175","Eastern Mediterranean","Somalia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",11.78,6.33,13.76
"5176","Eastern Mediterranean","Somalia","Female","Total","ENVCAUSE000","ambient",75.86,57.88,94.62
"5177","Eastern Mediterranean","Somalia","Female","Total","ENVCAUSE000","ambient and household",203.7,182,222.7
"5178","Eastern Mediterranean","Somalia","Female","Total","ENVCAUSE000","household",127.84,124.12,128.08
"5179","Eastern Mediterranean","Somalia","Both sexes","Total","ENVCAUSE000","ambient",81.56,62.12,101.7
"5180","Eastern Mediterranean","Somalia","Both sexes","Total","ENVCAUSE000","ambient and household",212.8,189.9,232.9
"5181","Eastern Mediterranean","Somalia","Both sexes","Total","ENVCAUSE000","household",131.24,127.78,131.2
"5182","Eastern Mediterranean","Somalia","Male","Total","ENVCAUSE000","ambient",87.46,66.38,109.2
"5183","Eastern Mediterranean","Somalia","Male","Total","ENVCAUSE000","ambient and household",222,197.1,243.8
"5184","Eastern Mediterranean","Somalia","Male","Total","ENVCAUSE000","household",134.54,130.72,134.6
"5185","Eastern Mediterranean","Sudan","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.29,0.19,0.41
"5186","Eastern Mediterranean","Sudan","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.75,0.57,0.9
"5187","Eastern Mediterranean","Sudan","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.46,0.38,0.49
"5188","Eastern Mediterranean","Sudan","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.45,0.29,0.62
"5189","Eastern Mediterranean","Sudan","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.05,0.78,1.29
"5190","Eastern Mediterranean","Sudan","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.6,0.49,0.67
"5191","Eastern Mediterranean","Sudan","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.63,0.4,0.87
"5192","Eastern Mediterranean","Sudan","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.39,1.01,1.75
"5193","Eastern Mediterranean","Sudan","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.76,0.61,0.88
"5194","Eastern Mediterranean","Sudan","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",10.14,5.99,14.63
"5195","Eastern Mediterranean","Sudan","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",18.59,11.17,24.82
"5196","Eastern Mediterranean","Sudan","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",8.45,5.18,10.19
"5197","Eastern Mediterranean","Sudan","Both sexes","Total","ENVCAUSE000","ambient",100.3,90.28,110.7
"5198","Eastern Mediterranean","Sudan","Both sexes","Total","ENVCAUSE000","ambient and household",184.9,162.9,205.1
"5199","Eastern Mediterranean","Sudan","Both sexes","Total","ENVCAUSE000","household",84.6,72.62,94.4
"5200","Eastern Mediterranean","Sudan","Male","Total","ENVCAUSE000","ambient",109.6,98.59,121
"5201","Eastern Mediterranean","Sudan","Male","Total","ENVCAUSE000","ambient and household",195.7,172.5,217.9
"5202","Eastern Mediterranean","Sudan","Male","Total","ENVCAUSE000","household",86.1,73.91,96.9
"5203","Eastern Mediterranean","Sudan","Male","Lower respiratory infections","ENVCAUSE039","ambient",16.14,12.43,20.11
"5204","Eastern Mediterranean","Sudan","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",30.58,24.82,35.46
"5205","Eastern Mediterranean","Sudan","Male","Lower respiratory infections","ENVCAUSE039","household",14.44,12.39,15.35
"5206","Eastern Mediterranean","Sudan","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",16.21,12.49,20.21
"5207","Eastern Mediterranean","Sudan","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",31.3,25.54,36.12
"5208","Eastern Mediterranean","Sudan","Both sexes","Lower respiratory infections","ENVCAUSE039","household",15.09,13.05,15.91
"5209","Eastern Mediterranean","Sudan","Female","Lower respiratory infections","ENVCAUSE039","ambient",16.42,12.64,20.46
"5210","Eastern Mediterranean","Sudan","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",32.18,26.21,37
"5211","Eastern Mediterranean","Sudan","Female","Lower respiratory infections","ENVCAUSE039","household",15.76,13.57,16.54
"5212","Eastern Mediterranean","Sudan","Male","Stroke","ENVCAUSE114","ambient",17.3,14.64,20.24
"5213","Eastern Mediterranean","Sudan","Male","Stroke","ENVCAUSE114","ambient and household",32.06,26.93,37.47
"5214","Eastern Mediterranean","Sudan","Male","Stroke","ENVCAUSE114","household",14.76,12.29,17.23
"5215","Eastern Mediterranean","Sudan","Both sexes","Stroke","ENVCAUSE114","ambient",18.02,15.32,21.12
"5216","Eastern Mediterranean","Sudan","Both sexes","Stroke","ENVCAUSE114","ambient and household",34.67,29.47,40.27
"5217","Eastern Mediterranean","Sudan","Both sexes","Stroke","ENVCAUSE114","household",16.65,14.15,19.15
"5218","Eastern Mediterranean","Sudan","Female","Stroke","ENVCAUSE114","ambient",18.7,15.89,21.96
"5219","Eastern Mediterranean","Sudan","Female","Stroke","ENVCAUSE114","ambient and household",37.05,31.49,42.9
"5220","Eastern Mediterranean","Sudan","Female","Stroke","ENVCAUSE114","household",18.35,15.6,20.94
"5221","Eastern Mediterranean","Sudan","Female","Ischaemic heart disease","ENVCAUSE113","ambient",48.99,41.64,56.26
"5222","Eastern Mediterranean","Sudan","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",89.58,77.53,102.5
"5223","Eastern Mediterranean","Sudan","Female","Ischaemic heart disease","ENVCAUSE113","household",40.59,35.89,46.24
"5224","Eastern Mediterranean","Sudan","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",56.89,48.91,65.11
"5225","Eastern Mediterranean","Sudan","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",101,88,114.7
"5226","Eastern Mediterranean","Sudan","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",44.11,39.09,49.59
"5227","Eastern Mediterranean","Sudan","Male","Ischaemic heart disease","ENVCAUSE113","ambient",65.42,56.47,74.42
"5228","Eastern Mediterranean","Sudan","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",113.1,97.96,128.7
"5229","Eastern Mediterranean","Sudan","Male","Ischaemic heart disease","ENVCAUSE113","household",47.68,41.49,54.28
"5230","Eastern Mediterranean","Sudan","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",7.46,4.41,10.77
"5231","Eastern Mediterranean","Sudan","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",15.43,12.21,18.23
"5232","Eastern Mediterranean","Sudan","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",7.97,7.8,7.46
"5233","Eastern Mediterranean","Sudan","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",8.69,5.14,12.53
"5234","Eastern Mediterranean","Sudan","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",16.87,12.44,20.76
"5235","Eastern Mediterranean","Sudan","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",8.18,7.3,8.23
"5236","Eastern Mediterranean","Sudan","Female","Total","ENVCAUSE000","ambient",91.86,82.32,101.9
"5237","Eastern Mediterranean","Sudan","Female","Total","ENVCAUSE000","ambient and household",175,154.2,194.5
"5238","Eastern Mediterranean","Sudan","Female","Total","ENVCAUSE000","household",83.14,71.88,92.6
"5239","Eastern Mediterranean","Syrian Arab Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.24,0.77,1.74
"5240","Eastern Mediterranean","Syrian Arab Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.3,0.81,1.84
"5241","Eastern Mediterranean","Syrian Arab Republic","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.0600000000000001,0.04,0.1
"5242","Eastern Mediterranean","Syrian Arab Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.09,1.79,4.52
"5243","Eastern Mediterranean","Syrian Arab Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",3.18,1.88,4.61
"5244","Eastern Mediterranean","Syrian Arab Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.0900000000000003,0.0899999999999999,0.0900000000000007
"5245","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",3.47,2.17,4.88
"5246","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",3.59,2.23,5.05
"5247","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.12,0.0600000000000001,0.17
"5248","Eastern Mediterranean","Syrian Arab Republic","Female","Lower respiratory infections","ENVCAUSE039","ambient",3.51,2.66,4.43
"5249","Eastern Mediterranean","Syrian Arab Republic","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",3.62,2.69,4.56
"5250","Eastern Mediterranean","Syrian Arab Republic","Female","Lower respiratory infections","ENVCAUSE039","household",0.11,0.0299999999999998,0.13
"5251","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.84,2.22,5.62
"5252","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",3.94,2.32,5.68
"5253","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.1,0.0999999999999996,0.0599999999999996
"5254","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",4.13,3.12,5.2
"5255","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",4.24,3.16,5.35
"5256","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Lower respiratory infections","ENVCAUSE039","household",0.11,0.04,0.149999999999999
"5257","Eastern Mediterranean","Syrian Arab Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.78,2.77,7
"5258","Eastern Mediterranean","Syrian Arab Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.89,2.84,7.08
"5259","Eastern Mediterranean","Syrian Arab Republic","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.109999999999999,0.0699999999999998,0.0800000000000001
"5260","Eastern Mediterranean","Syrian Arab Republic","Male","Lower respiratory infections","ENVCAUSE039","ambient",4.86,3.68,6.13
"5261","Eastern Mediterranean","Syrian Arab Republic","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",4.98,3.72,6.29
"5262","Eastern Mediterranean","Syrian Arab Republic","Male","Lower respiratory infections","ENVCAUSE039","household",0.12,0.04,0.16
"5263","Eastern Mediterranean","Syrian Arab Republic","Female","Ischaemic heart disease","ENVCAUSE113","ambient",45.7,36.6,54.98
"5264","Eastern Mediterranean","Syrian Arab Republic","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",46.5,37.06,56.22
"5265","Eastern Mediterranean","Syrian Arab Republic","Female","Ischaemic heart disease","ENVCAUSE113","household",0.799999999999997,0.460000000000001,1.24
"5266","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",54.01,44.15,63.49
"5267","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",54.88,44.97,65.54
"5268","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",0.870000000000005,0.82,2.05
"5269","Eastern Mediterranean","Syrian Arab Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",6.08,3.8,8.55
"5270","Eastern Mediterranean","Syrian Arab Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",6.27,3.9,8.83
"5271","Eastern Mediterranean","Syrian Arab Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.19,0.1,0.279999999999999
"5272","Eastern Mediterranean","Syrian Arab Republic","Female","Total","ENVCAUSE000","ambient",60.86,51.6,70.49
"5273","Eastern Mediterranean","Syrian Arab Republic","Female","Total","ENVCAUSE000","ambient and household",62.06,52.23,73.34
"5274","Eastern Mediterranean","Syrian Arab Republic","Female","Total","ENVCAUSE000","household",1.2,0.629999999999995,2.85000000000001
"5275","Eastern Mediterranean","Syrian Arab Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient",63.27,52.7,73.59
"5276","Eastern Mediterranean","Syrian Arab Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",64.23,53.52,75.21
"5277","Eastern Mediterranean","Syrian Arab Republic","Male","Ischaemic heart disease","ENVCAUSE113","household",0.960000000000001,0.82,1.61999999999999
"5278","Eastern Mediterranean","Syrian Arab Republic","Female","Stroke","ENVCAUSE114","ambient",7.32,5.86,9.13
"5279","Eastern Mediterranean","Syrian Arab Republic","Female","Stroke","ENVCAUSE114","ambient and household",7.47,5.94,9.34
"5280","Eastern Mediterranean","Syrian Arab Republic","Female","Stroke","ENVCAUSE114","household",0.149999999999999,0.0800000000000001,0.209999999999999
"5281","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Total","ENVCAUSE000","ambient",73.86,63.67,84.45
"5282","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Total","ENVCAUSE000","ambient and household",75.23,64.88,87.18
"5283","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Total","ENVCAUSE000","household",1.37,1.20999999999999,2.73
"5284","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Stroke","ENVCAUSE114","ambient",8.42,6.93,10.25
"5285","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Stroke","ENVCAUSE114","ambient and household",8.58,6.98,10.5
"5286","Eastern Mediterranean","Syrian Arab Republic","Both sexes","Stroke","ENVCAUSE114","household",0.16,0.0500000000000007,0.25
"5287","Eastern Mediterranean","Syrian Arab Republic","Male","Total","ENVCAUSE000","ambient",88.62,77.2,99.69
"5288","Eastern Mediterranean","Syrian Arab Republic","Male","Total","ENVCAUSE000","ambient and household",90.19,78.32,103.6
"5289","Eastern Mediterranean","Syrian Arab Republic","Male","Total","ENVCAUSE000","household",1.56999999999999,1.11999999999999,3.91
"5290","Eastern Mediterranean","Syrian Arab Republic","Male","Stroke","ENVCAUSE114","ambient",9.63,8.08,11.54
"5291","Eastern Mediterranean","Syrian Arab Republic","Male","Stroke","ENVCAUSE114","ambient and household",9.8,8.13,11.73
"5292","Eastern Mediterranean","Syrian Arab Republic","Male","Stroke","ENVCAUSE114","household",0.17,0.0500000000000007,0.190000000000001
"5293","Eastern Mediterranean","Tunisia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.32,0.19,0.46
"5294","Eastern Mediterranean","Tunisia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.34,0.21,0.49
"5295","Eastern Mediterranean","Tunisia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.02,0.02,0.03
"5296","Eastern Mediterranean","Tunisia","Male","Stroke","ENVCAUSE114","ambient",11.19,8.49,14.85
"5297","Eastern Mediterranean","Tunisia","Male","Stroke","ENVCAUSE114","ambient and household",11.41,8.67,15.18
"5298","Eastern Mediterranean","Tunisia","Male","Stroke","ENVCAUSE114","household",0.220000000000001,0.18,0.33
"5299","Eastern Mediterranean","Tunisia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",2.93,1.78,4.19
"5300","Eastern Mediterranean","Tunisia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",3.04,1.88,4.37
"5301","Eastern Mediterranean","Tunisia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.11,0.0999999999999999,0.18
"5302","Eastern Mediterranean","Tunisia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",24.4,18.95,30.23
"5303","Eastern Mediterranean","Tunisia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",24.87,19.21,31.03
"5304","Eastern Mediterranean","Tunisia","Female","Ischaemic heart disease","ENVCAUSE113","household",0.470000000000002,0.260000000000002,0.800000000000001
"5305","Eastern Mediterranean","Tunisia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.68,2.09,5.48
"5306","Eastern Mediterranean","Tunisia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",3.81,2.21,5.61
